gridID,TreeFrac,CropFrac,ShrubFrac,HerbFrac
112,.0000,.0000,.0000,.0000
113,.0000,.0000,.0000,.0000
114,.0000,.0000,.0000,.0000
115,.0000,.0000,.0000,.0000
116,.0000,.0000,.0000,.0000
117,.0000,.0000,.0000,.0000
118,.0000,.0000,.0000,.0000
119,.0000,.0000,.0000,.0000
120,.0000,.0000,.0000,.0000
121,.0000,.0000,.0000,.0000
122,.0000,.0000,.0000,.0000
123,.0000,.0000,.0000,.0000
124,.0000,.0000,.0000,.0000
125,.0000,.0000,.0000,.0000
126,.0000,.0000,.0000,.0000
127,.0000,.0000,.0000,.0000
128,.0000,.0000,.0000,.0000
129,.0000,.0000,.0000,.0000
130,.0000,.0000,.0000,.0000
131,.0000,.0000,.0000,.0000
132,.0000,.0000,.0000,.0000
133,.0000,.0000,.0000,.0000
134,.0000,.0000,.0000,.0000
135,.0000,.0000,.0000,.0000
136,.0000,.0000,.0000,.0000
137,.0000,.0000,.0000,.0000
138,.0000,.0000,.0000,.0000
139,.0000,.0000,.0000,.0000
140,.0000,.0000,.0000,.0000
141,.0000,.0000,.0000,.0000
142,.0000,.0000,.0000,.0000
143,.0000,.0000,.0000,.0000
144,.0000,.0000,.0000,.0000
145,.0000,.0000,.0000,.0000
146,.0000,.0000,.0000,.0000
147,.0000,.0000,.0000,.0000
148,.0000,.0000,.0000,.0000
149,.0000,.0000,.0000,.0000
150,.0000,.0000,.0000,.0000
151,.0000,.0000,.0000,.0000
152,.0000,.0000,.0000,.0000
153,.0000,.0000,.0000,.0000
154,.0000,.0000,.0000,.0000
155,.0000,.0000,.0000,.0000
156,.0000,.0000,.0000,.0000
157,.0000,.0000,.0000,.0000
158,.0000,.0000,.0000,.0000
159,.0000,.0000,.0000,.0000
160,.0000,.0000,.0000,.0000
161,.0000,.0000,.0000,.0000
162,.0000,.0000,.0000,.0000
163,.0000,.0000,.0000,.0000
164,.0000,.0000,.0000,.0000
165,.0000,.0000,.0000,.0000
166,.0000,.0000,.0000,.0000
167,.0000,.0000,.0000,.0000
168,.0000,.0000,.0000,.0000
169,.0000,.0000,.0000,.0000
170,.0000,.0000,.0000,.0000
171,.0000,.0000,.0000,.0000
172,.0000,.0000,.0000,.0000
173,.0000,.0000,.0000,.0000
174,.0000,.0000,.0000,.0000
175,.0000,.0000,.0000,.0000
176,.0000,.0000,.0000,.0000
177,.0000,.0000,.0000,.0000
178,.0000,.0000,.0000,.0000
179,.0000,.0000,.0000,.0000
180,.0000,.0000,.0000,.0000
181,.0000,.0000,.0000,.0000
182,.0000,.0000,.0000,.0000
183,.0000,.0000,.0000,.0000
184,.0000,.0000,.0000,.0000
185,.0000,.0000,.0000,.0000
186,.0000,.0000,.0000,.0000
187,.0000,.0000,.0000,.0000
188,.0000,.0000,.0000,.0000
189,.0000,.0000,.0000,.0000
190,.0000,.0000,.0000,.0000
191,.0000,.0000,.0000,.0000
192,.0000,.0000,.0000,.0000
193,.0000,.0000,.0000,.0000
194,.0000,.0000,.0000,.0000
195,.0000,.0000,.0000,.0000
196,.0000,.0000,.0000,.0000
197,.0000,.0000,.0000,.0000
198,.0000,.0000,.0000,.0000
199,.0000,.0000,.0000,.0000
200,.0000,.0000,.0000,.0000
201,.0000,.0000,.0000,.0000
202,.0000,.0000,.0000,.0000
203,.0000,.0000,.0000,.0000
204,.0000,.0000,.0000,.0000
205,.0000,.0000,.0000,.0000
206,.0000,.0000,.0000,.0000
207,.0000,.0000,.0000,.0000
208,.0000,.0000,.0000,.0000
209,.0000,.0000,.0000,.0000
210,.0000,.0000,.0000,.0000
211,.0000,.0000,.0000,.0000
212,.0000,.0000,.0000,.0000
213,.0000,.0000,.0000,.0000
214,.0000,.0000,.0000,.0000
215,.0000,.0000,.0000,.0000
216,.0000,.0000,.0000,.0000
217,.0000,.0000,.0000,.0000
218,.0000,.0000,.0000,.0000
219,.0000,.0000,.0000,.0000
220,.0000,.0000,.0000,.0000
221,.0000,.0000,.0000,.0000
222,.0000,.0000,.0000,.0000
223,.0000,.0000,.0000,.0000
224,.0000,.0000,.0000,.0000
225,.0000,.0000,.0000,.0000
226,.0000,.0000,.0000,.0000
227,.0000,.0000,.0000,.0000
228,.0000,.0000,.0000,.0000
229,.0000,.0000,.0000,.0000
230,.0000,.0000,.0000,.0000
231,.0000,.0000,.0000,.0000
232,.0000,.0000,.0000,.0000
233,.0000,.0000,.0000,.0000
234,.0000,.0000,.0000,.0000
235,.0000,.0000,.0000,.0000
236,.0000,.0000,.0000,.0000
237,.0000,.0000,.0000,.0000
238,.0000,.0000,.0000,.0000
239,.0000,.0000,.0000,.0000
240,.0000,.0000,.0000,.0000
241,.0000,.0000,.0000,.0000
242,.0000,.0000,.0000,.0000
243,.0000,.0000,.0000,.0000
244,.0000,.0000,.0000,.0000
245,.0000,.0000,.0000,.0000
246,.0000,.0000,.0000,.0000
247,.0000,.0000,.0000,.0000
248,.0000,.0000,.0000,.0000
249,.0000,.0000,.0000,.0000
250,.0000,.0000,.0000,.0000
251,.0000,.0000,.0000,.0000
252,.0000,.0000,.0000,.0000
253,.0000,.0000,.0000,.0000
254,.0000,.0000,.0000,.0000
255,.0000,.0000,.0000,.0000
256,.0000,.0000,.0000,.0000
257,.0000,.0000,.0000,.0000
258,.0051,.0000,.0113,.0239
259,.0006,.0000,.0025,.0037
260,.0000,.0000,.0000,.0000
261,.0000,.0000,.0000,.0000
262,.0000,.0000,.0004,.0008
263,.0159,.1192,.0640,.1873
264,.0280,.0467,.3533,.3456
265,.0458,.0052,.7410,.1948
266,.1776,.0004,.7480,.0693
267,.0762,.0000,.6309,.2886
268,.0976,.0000,.7742,.1283
269,.2723,.0000,.7011,.0265
270,.2277,.0000,.7273,.0449
271,.0132,.0000,.7064,.2613
272,.0001,.0008,.4397,.5543
273,.0018,.0000,.4957,.4498
274,.0008,.0004,.5249,.4043
275,.0008,.0004,.9030,.0944
276,.0002,.0057,.8689,.1003
277,.0004,.0005,.9143,.0649
278,.0002,.0096,.9330,.0424
279,.0815,.0000,.8465,.0647
280,.0134,.0000,.8310,.1192
281,.0084,.0010,.7343,.1927
282,.0078,.0056,.5812,.3893
283,.0418,.0007,.8087,.1479
284,.0119,.0000,.7969,.1682
285,.0027,.0000,.6634,.2763
286,.0009,.0000,.5822,.2180
287,.0005,.0000,.2341,.0711
288,.0000,.0000,.0279,.0013
289,.0000,.0000,.1396,.0648
290,.0001,.0000,.2533,.1314
291,.0000,.0000,.0740,.0080
292,.0000,.0000,.0660,.0034
293,.0000,.0000,.0000,.0000
294,.0000,.0000,.0007,.0000
295,.0000,.0000,.0001,.0000
296,.0000,.0000,.0369,.0000
297,.0000,.0000,.0565,.0007
298,.0000,.0000,.1104,.0002
299,.0000,.0000,.1624,.0000
300,.0000,.0000,.0016,.0000
301,.0000,.0000,.0000,.0000
302,.0000,.0000,.0000,.0000
303,.0000,.0000,.0000,.0000
304,.0000,.0000,.0000,.0000
305,.0000,.0000,.0001,.0000
306,.0000,.0000,.0001,.0000
307,.0000,.0000,.0020,.0001
308,.0000,.0000,.0067,.0006
309,.0000,.0000,.0000,.0000
310,.0000,.0000,.0000,.0000
311,.0000,.0000,.0000,.0000
312,.0019,.0000,.0015,.0002
313,.0008,.0000,.0017,.0005
314,.0000,.0000,.0047,.0004
315,.0000,.0000,.0000,.0000
316,.0000,.0000,.0000,.0001
317,.0000,.0000,.0000,.0000
318,.0000,.0000,.0000,.0000
319,.0000,.0000,.0000,.0000
320,.0000,.0000,.0000,.0000
321,.0000,.0000,.0000,.0000
322,.0000,.0000,.0000,.0000
323,.0000,.0000,.0000,.0000
324,.0000,.0000,.0000,.0000
325,.0000,.0000,.0000,.0000
326,.0000,.0000,.0000,.0000
327,.0000,.0000,.0000,.0000
328,.0000,.0000,.0000,.0000
329,.0000,.0000,.0000,.0000
330,.0000,.0000,.0000,.0000
331,.0000,.0000,.0000,.0000
332,.0000,.0000,.0000,.0000
333,.0000,.0000,.0000,.0000
334,.0000,.0000,.0000,.0000
335,.0000,.0000,.0000,.0000
336,.0000,.0000,.0000,.0000
337,.0000,.0000,.0000,.0000
338,.0000,.0000,.0000,.0000
339,.0000,.0000,.0000,.0000
340,.0000,.0000,.0000,.0000
341,.0000,.0000,.0000,.0000
342,.0000,.0000,.0000,.0000
343,.0000,.0000,.0000,.0000
344,.0000,.0000,.0000,.0000
345,.0000,.0000,.0000,.0000
346,.0000,.0000,.0000,.0000
347,.0000,.0000,.0000,.0000
348,.0000,.0000,.0000,.0000
349,.0000,.0000,.0000,.0000
350,.0000,.0000,.0000,.0000
351,.0000,.0000,.0000,.0000
352,.0000,.0000,.0000,.0000
353,.0000,.0000,.0000,.0000
354,.0000,.0000,.0000,.0000
355,.0000,.0000,.0000,.0000
356,.0000,.0000,.0000,.0000
357,.0000,.0000,.0000,.0000
358,.0000,.0000,.0000,.0000
359,.0000,.0000,.0000,.0000
360,.0000,.0000,.0000,.0000
361,.0000,.0000,.0000,.0000
362,.0000,.0000,.0000,.0000
363,.0000,.0000,.0000,.0000
364,.0000,.0000,.0000,.0000
365,.0000,.0000,.0000,.0000
366,.0000,.0000,.0000,.0000
367,.0000,.0000,.0000,.0000
368,.0000,.0000,.0000,.0000
369,.0000,.0000,.0000,.0000
370,.0000,.0000,.0000,.0000
371,.0000,.0000,.0000,.0000
372,.0000,.0000,.0000,.0000
373,.0000,.0000,.0000,.0000
374,.0000,.0000,.0000,.0000
375,.0000,.0000,.0000,.0000
376,.0000,.0000,.0000,.0000
377,.0000,.0000,.0000,.0000
378,.0000,.0000,.0000,.0000
379,.0000,.0000,.0000,.0000
380,.0000,.0000,.0000,.0000
381,.0000,.0000,.0000,.0000
382,.0000,.0000,.0000,.0000
383,.0000,.0000,.0000,.0000
384,.0000,.0000,.0000,.0000
385,.0000,.0000,.0000,.0000
386,.0000,.0000,.0000,.0000
387,.0000,.0000,.0000,.0000
388,.0000,.0000,.0000,.0000
389,.0000,.0000,.0000,.0000
390,.0000,.0000,.0000,.0000
391,.0000,.0000,.0000,.0000
392,.0000,.0000,.0000,.0000
393,.0000,.0000,.0000,.0000
394,.0000,.0000,.0000,.0000
395,.0000,.0000,.0000,.0000
396,.0000,.0000,.0000,.0000
397,.0000,.0000,.0000,.0000
398,.0000,.0000,.0000,.0000
399,.0000,.0000,.0000,.0000
400,.0000,.0000,.0000,.0000
401,.0000,.0000,.0000,.0000
402,.0000,.0000,.0000,.0000
403,.0000,.0000,.0000,.0000
404,.0000,.0000,.0000,.0000
405,.0000,.0000,.0000,.0000
406,.0000,.0000,.0000,.0000
407,.0000,.0000,.0000,.0000
408,.0000,.0000,.0000,.0000
409,.0000,.0000,.0000,.0000
410,.0000,.0000,.0000,.0000
411,.0000,.0000,.0000,.0000
412,.0000,.0000,.0000,.0000
413,.0000,.0000,.0000,.0000
414,.0000,.0000,.0000,.0000
415,.0000,.0000,.0000,.0000
416,.0000,.0000,.0000,.0000
417,.0000,.0000,.0000,.0000
418,.0000,.0000,.0000,.0000
419,.0000,.0000,.0000,.0000
420,.0000,.0000,.0000,.0000
421,.0000,.0000,.0000,.0000
422,.0000,.0000,.0000,.0000
423,.0000,.0000,.0000,.0000
424,.0000,.0000,.0000,.0000
425,.0000,.0000,.0000,.0000
426,.0000,.0000,.0000,.0000
427,.0000,.0000,.0000,.0000
428,.0000,.0000,.0000,.0000
429,.0000,.0000,.0000,.0000
430,.0000,.0000,.0000,.0000
431,.0000,.0000,.0000,.0000
432,.0000,.0000,.0000,.0000
433,.0000,.0000,.0000,.0000
434,.0000,.0000,.0000,.0000
435,.0000,.0000,.0000,.0000
436,.0000,.0000,.0000,.0000
437,.0000,.0000,.0000,.0000
438,.0000,.0000,.0000,.0000
439,.0000,.0000,.0000,.0000
440,.0000,.0000,.0000,.0000
441,.0000,.0000,.0000,.0000
442,.0000,.0000,.0000,.0000
443,.0000,.0000,.0000,.0000
444,.0000,.0000,.0000,.0000
445,.0000,.0000,.0000,.0000
446,.0000,.0000,.0000,.0000
447,.0000,.0000,.0000,.0000
448,.0000,.0000,.0000,.0000
449,.0000,.0000,.0000,.0000
450,.0000,.0000,.0000,.0000
451,.0000,.0000,.0000,.0000
452,.0000,.0000,.0000,.0000
453,.0000,.0000,.0000,.0000
454,.0000,.0000,.0000,.0000
455,.0000,.0000,.0000,.0000
456,.0000,.0000,.0000,.0000
457,.0000,.0000,.0000,.0000
458,.0000,.0000,.0000,.0000
459,.0000,.0000,.0000,.0000
460,.0000,.0000,.0000,.0000
461,.0000,.0000,.0000,.0000
462,.0000,.0000,.0000,.0000
463,.0000,.0000,.0000,.0000
464,.0000,.0000,.0000,.0000
465,.0000,.0000,.0000,.0000
466,.0000,.0000,.0000,.0000
467,.0000,.0000,.0000,.0000
468,.0000,.0000,.0000,.0000
469,.0000,.0000,.0000,.0000
470,.0000,.0000,.0000,.0000
471,.0000,.0000,.0000,.0000
472,.0000,.0000,.0000,.0000
473,.0000,.0000,.0000,.0000
474,.0000,.0000,.0000,.0000
475,.0000,.0000,.0000,.0000
476,.0000,.0000,.0000,.0000
477,.0000,.0000,.0000,.0000
478,.0000,.0000,.0000,.0000
479,.0000,.0000,.0000,.0000
480,.0000,.0000,.0000,.0000
481,.0000,.0000,.0000,.0000
482,.0000,.0000,.0000,.0000
483,.0000,.0000,.0000,.0000
484,.0000,.0000,.0000,.0000
485,.0000,.0000,.0000,.0000
486,.0000,.0000,.0000,.0000
487,.0000,.0000,.0000,.0000
488,.0000,.0000,.0000,.0000
489,.0000,.0000,.0000,.0000
490,.0000,.0000,.0000,.0000
491,.0000,.0000,.0000,.0000
492,.0000,.0000,.0000,.0000
493,.0000,.0000,.0000,.0000
494,.0000,.0000,.0000,.0000
495,.0000,.0000,.0000,.0000
496,.0000,.0000,.0000,.0000
497,.0000,.0000,.0000,.0000
498,.0000,.0000,.0000,.0000
499,.0000,.0000,.0000,.0000
500,.0000,.0000,.0000,.0000
501,.0000,.0000,.0000,.0000
502,.0000,.0000,.0000,.0000
503,.0000,.0000,.0000,.0000
504,.0000,.0000,.0000,.0000
505,.0000,.0000,.0000,.0000
506,.0000,.0000,.0000,.0000
507,.0000,.0000,.0000,.0000
508,.0000,.0000,.0000,.0000
509,.0000,.0000,.0000,.0000
510,.0000,.0000,.0000,.0000
511,.0000,.0000,.0000,.0000
512,.0000,.0000,.0000,.0000
513,.0000,.0000,.0000,.0000
514,.0000,.0000,.0000,.0000
515,.0000,.0000,.0000,.0000
516,.0000,.0000,.0000,.0000
517,.0000,.0000,.0000,.0000
518,.0000,.0000,.0000,.0000
519,.0000,.0000,.0000,.0000
520,.0000,.0000,.0000,.0000
521,.0000,.0000,.0000,.0000
522,.0000,.0000,.0000,.0000
523,.0000,.0000,.0000,.0000
524,.0000,.0000,.0000,.0000
525,.0000,.0000,.0000,.0000
526,.0000,.0000,.0000,.0000
527,.0000,.0000,.0000,.0000
528,.0000,.0000,.0000,.0000
529,.0000,.0000,.0000,.0000
530,.0000,.0000,.0000,.0000
531,.0000,.0000,.0000,.0000
532,.0000,.0000,.0000,.0000
533,.0000,.0000,.0000,.0000
534,.0000,.0000,.0000,.0000
535,.0000,.0000,.0000,.0000
536,.0000,.0000,.0000,.0000
537,.0000,.0000,.0000,.0000
538,.0000,.0000,.0000,.0000
539,.0000,.0000,.0000,.0000
540,.0000,.0000,.0000,.0000
541,.0000,.0000,.0000,.0000
542,.0000,.0000,.0000,.0000
543,.0000,.0000,.0000,.0000
544,.0000,.0000,.0000,.0000
545,.0000,.0000,.0000,.0000
546,.0000,.0000,.0000,.0000
547,.0000,.0000,.0000,.0000
548,.0000,.0000,.0000,.0000
549,.0000,.0000,.0000,.0000
550,.0000,.0000,.0000,.0000
551,.0000,.0000,.0000,.0000
552,.0000,.0000,.0000,.0000
553,.0000,.0000,.0000,.0000
554,.0000,.0000,.0000,.0000
555,.0000,.0000,.0000,.0000
556,.0000,.0000,.0000,.0000
557,.0000,.0000,.0000,.0000
558,.0000,.0000,.0000,.0000
559,.0000,.0000,.0000,.0000
560,.0000,.0000,.0000,.0000
561,.0000,.0000,.0000,.0000
562,.0000,.0000,.0000,.0000
563,.0000,.0000,.0000,.0000
564,.0000,.0000,.0000,.0000
565,.0000,.0000,.0000,.0000
566,.0000,.0000,.0000,.0000
567,.0000,.0000,.0000,.0000
568,.0000,.0000,.0000,.0000
569,.0000,.0000,.0000,.0000
570,.0000,.0000,.0000,.0000
571,.0000,.0000,.0000,.0000
572,.0000,.0000,.0000,.0000
573,.0000,.0000,.0000,.0000
574,.0000,.0000,.0000,.0000
575,.0000,.0000,.0000,.0000
576,.0000,.0000,.0000,.0000
577,.0000,.0000,.0000,.0000
578,.0000,.0000,.0000,.0000
579,.0006,.0013,.0019,.0119
580,.0000,.0000,.0000,.0000
581,.0000,.0000,.0000,.0000
582,.0000,.0000,.0000,.0000
583,.0000,.0000,.0000,.0000
584,.0386,.0331,.2039,.1650
585,.2254,.0003,.6662,.1025
586,.2238,.0000,.6925,.0833
587,.1717,.0002,.7761,.0519
588,.2160,.0000,.7275,.0562
589,.2615,.0000,.6888,.0491
590,.3409,.0000,.5806,.0780
591,.0556,.0000,.6278,.3129
592,.0008,.0000,.5192,.4609
593,.0004,.0005,.9126,.0864
594,.0002,.0001,.8111,.1856
595,.0007,.0000,.8552,.1356
596,.0002,.0003,.9020,.0944
597,.0007,.0003,.9238,.0670
598,.0030,.0002,.9745,.0206
599,.0748,.0000,.9001,.0230
600,.1433,.0000,.8160,.0404
601,.0712,.0000,.7991,.1222
602,.0014,.0001,.5452,.4255
603,.0743,.0000,.5404,.3615
604,.0396,.0000,.8218,.1381
605,.0220,.0007,.7127,.2568
606,.0029,.0000,.7579,.1822
607,.0007,.0000,.3232,.0870
608,.0000,.0000,.0168,.0118
609,.0000,.0000,.0535,.0141
610,.0000,.0000,.2455,.0634
611,.0001,.0000,.3155,.1099
612,.0000,.0000,.0215,.0009
613,.0000,.0000,.0027,.0000
614,.0000,.0000,.0000,.0000
615,.0000,.0000,.0001,.0000
616,.0000,.0000,.0000,.0000
617,.0000,.0000,.0039,.0000
618,.0000,.0000,.0409,.0000
619,.0000,.0000,.0403,.0002
620,.0007,.0000,.0558,.0000
621,.0000,.0000,.0000,.0000
622,.0000,.0000,.0001,.0004
623,.0000,.0000,.0009,.0019
624,.0000,.0000,.0000,.0000
625,.0000,.0000,.0001,.0000
626,.0000,.0000,.0081,.0002
627,.0000,.0000,.0036,.0002
628,.0000,.0000,.0102,.0001
629,.0000,.0000,.0022,.0001
630,.0000,.0000,.0000,.0001
631,.0000,.0000,.0000,.0000
632,.0000,.0003,.0031,.0003
633,.0031,.0000,.0114,.0019
634,.0006,.0000,.0025,.0003
635,.0000,.0000,.0000,.0000
636,.0000,.0000,.0000,.0000
637,.0000,.0000,.0000,.0000
638,.0000,.0000,.0000,.0000
639,.0000,.0000,.0000,.0000
640,.0000,.0000,.0000,.0000
641,.0000,.0000,.0000,.0000
642,.0000,.0000,.0000,.0000
643,.0000,.0000,.0000,.0000
644,.0000,.0000,.0000,.0000
645,.0000,.0000,.0000,.0000
646,.0000,.0000,.0000,.0000
647,.0000,.0000,.0000,.0000
648,.0000,.0000,.0000,.0000
649,.0000,.0000,.0000,.0000
650,.0000,.0000,.0000,.0000
651,.0000,.0000,.0000,.0000
652,.0000,.0000,.0000,.0000
653,.0000,.0000,.0000,.0000
654,.0000,.0000,.0000,.0000
655,.0000,.0000,.0000,.0000
656,.0000,.0000,.0000,.0000
657,.0000,.0000,.0000,.0000
658,.0000,.0000,.0000,.0000
659,.0000,.0000,.0000,.0000
660,.0000,.0000,.0000,.0000
661,.0000,.0000,.0000,.0000
662,.0000,.0000,.0000,.0000
663,.0000,.0000,.0000,.0000
664,.0000,.0000,.0000,.0000
665,.0000,.0000,.0000,.0000
666,.0000,.0000,.0000,.0000
667,.0000,.0000,.0000,.0000
668,.0000,.0000,.0000,.0000
669,.0000,.0000,.0000,.0000
670,.0000,.0000,.0000,.0000
671,.0000,.0000,.0000,.0000
672,.0000,.0000,.0000,.0000
673,.0000,.0000,.0000,.0000
674,.0000,.0000,.0000,.0000
675,.0000,.0000,.0000,.0000
676,.0000,.0000,.0000,.0000
677,.0000,.0000,.0000,.0000
678,.0000,.0000,.0000,.0000
679,.0000,.0000,.0000,.0000
680,.0000,.0000,.0000,.0000
681,.0000,.0000,.0000,.0000
682,.0000,.0000,.0000,.0000
683,.0000,.0000,.0000,.0000
684,.0000,.0000,.0000,.0000
685,.0000,.0000,.0000,.0000
686,.0000,.0000,.0000,.0000
687,.0000,.0000,.0000,.0000
688,.0000,.0000,.0000,.0000
689,.0000,.0000,.0000,.0000
690,.0000,.0000,.0000,.0000
691,.0000,.0000,.0000,.0000
692,.0000,.0000,.0000,.0000
693,.0000,.0000,.0000,.0000
694,.0000,.0000,.0000,.0000
695,.0000,.0000,.0000,.0000
696,.0000,.0000,.0000,.0000
697,.0000,.0000,.0000,.0000
698,.0000,.0000,.0000,.0000
699,.0000,.0000,.0000,.0000
700,.0000,.0000,.0000,.0000
701,.0000,.0000,.0000,.0000
702,.0000,.0000,.0000,.0000
703,.0000,.0000,.0000,.0000
704,.0000,.0000,.0000,.0000
705,.0000,.0000,.0000,.0000
706,.0000,.0000,.0000,.0000
707,.0000,.0000,.0000,.0000
708,.0000,.0000,.0000,.0000
709,.0000,.0000,.0000,.0000
710,.0000,.0000,.0000,.0000
711,.0000,.0000,.0000,.0000
712,.0000,.0000,.0000,.0000
713,.0000,.0000,.0000,.0000
714,.0000,.0000,.0000,.0000
715,.0000,.0000,.0000,.0000
716,.0000,.0000,.0000,.0000
717,.0000,.0000,.0000,.0000
718,.0000,.0000,.0000,.0000
719,.0000,.0000,.0000,.0000
720,.0000,.0000,.0000,.0000
721,.0000,.0000,.0000,.0000
722,.0000,.0000,.0000,.0000
723,.0000,.0000,.0000,.0000
724,.0000,.0000,.0000,.0000
725,.0000,.0000,.0000,.0000
726,.0000,.0000,.0000,.0000
727,.0000,.0000,.0000,.0000
728,.0000,.0000,.0000,.0000
729,.0000,.0000,.0000,.0000
730,.0000,.0000,.0000,.0000
731,.0000,.0000,.0000,.0000
732,.0000,.0000,.0000,.0000
733,.0000,.0000,.0000,.0000
734,.0000,.0000,.0000,.0000
735,.0000,.0000,.0000,.0000
736,.0000,.0000,.0000,.0000
737,.0000,.0000,.0000,.0000
738,.0000,.0000,.0000,.0000
739,.0000,.0000,.0000,.0000
740,.0000,.0000,.0000,.0000
741,.0000,.0000,.0000,.0000
742,.0000,.0000,.0000,.0000
743,.0000,.0000,.0000,.0000
744,.0000,.0000,.0000,.0000
745,.0000,.0000,.0000,.0000
746,.0000,.0000,.0000,.0000
747,.0000,.0000,.0000,.0000
748,.0000,.0000,.0000,.0000
749,.0000,.0000,.0000,.0000
750,.0000,.0000,.0000,.0000
751,.0000,.0000,.0000,.0000
752,.0000,.0000,.0000,.0000
753,.0000,.0000,.0000,.0000
754,.0000,.0000,.0000,.0000
755,.0000,.0000,.0000,.0000
756,.0000,.0000,.0000,.0000
757,.0000,.0000,.0000,.0000
758,.0000,.0000,.0000,.0000
759,.0000,.0000,.0000,.0000
760,.0000,.0000,.0000,.0000
761,.0000,.0000,.0000,.0000
762,.0000,.0000,.0000,.0000
763,.0000,.0000,.0000,.0000
764,.0000,.0000,.0000,.0000
765,.0000,.0000,.0000,.0000
766,.0000,.0000,.0000,.0000
767,.0000,.0000,.0000,.0000
768,.0000,.0000,.0000,.0000
769,.0000,.0000,.0000,.0000
770,.0000,.0000,.0000,.0000
771,.0000,.0000,.0000,.0000
772,.0000,.0000,.0000,.0000
773,.0000,.0000,.0000,.0000
774,.0000,.0000,.0000,.0000
